country,location_name,dominant_D_1990,dominant_label_1990,clean_domain_archetype_weight_D1_1990,clean_domain_archetype_weight_D2_1990,clean_domain_archetype_weight_D3_1990,clean_domain_archetype_weight_D4_1990,clean_domain_archetype_weight_D5_1990,clean_domain_archetype_weight_D6_1990,dominant_D_2000,dominant_label_2000,clean_domain_archetype_weight_D1_2000,clean_domain_archetype_weight_D2_2000,clean_domain_archetype_weight_D3_2000,clean_domain_archetype_weight_D4_2000,clean_domain_archetype_weight_D5_2000,clean_domain_archetype_weight_D6_2000,dominant_D_2010,dominant_label_2010,clean_domain_archetype_weight_D1_2010,clean_domain_archetype_weight_D2_2010,clean_domain_archetype_weight_D3_2010,clean_domain_archetype_weight_D4_2010,clean_domain_archetype_weight_D5_2010,clean_domain_archetype_weight_D6_2010,dominant_D_2023,dominant_label_2023,clean_domain_archetype_weight_D1_2023,clean_domain_archetype_weight_D2_2023,clean_domain_archetype_weight_D3_2023,clean_domain_archetype_weight_D4_2023,clean_domain_archetype_weight_D5_2023,clean_domain_archetype_weight_D6_2023,clean_domain_archetype_weight_D1_delta_2023_1990,clean_domain_archetype_weight_D2_delta_2023_1990,clean_domain_archetype_weight_D3_delta_2023_1990,clean_domain_archetype_weight_D4_delta_2023_1990,clean_domain_archetype_weight_D5_delta_2023_1990,clean_domain_archetype_weight_D6_delta_2023_1990,trajectory_raw,lri_incidence_rate_u5_1990,lri_incidence_rate_age70p_1990,lri_incidence_rate_all_age_1990,lri_incidence_rate_5_69_1990,lri_incidence_rate_u5_2023,lri_incidence_rate_age70p_2023,lri_incidence_rate_all_age_2023,lri_incidence_rate_5_69_2023,u5_percent_decline,age70p_percent_decline,all_age_percent_decline,5_69_percent_decline,clean_domain_trajectory_cluster
SLB,Solomon Islands,D1,Low-SDI household-energy domain,0.8522166367807935,0.0,0.0,0.0,0.08214439880447245,0.06563896441473395,D1,Low-SDI household-energy domain,0.7972591113302752,0.0,0.0,0.0,0.13876119352576788,0.06397969514395686,D1,Low-SDI household-energy domain,0.7807324299532163,0.0,0.0,0.0,0.15746925090655065,0.06179831914023287,D1,Low-SDI household-energy domain,0.7333131380965094,0.0,0.0,0.0,0.2251725936594377,0.04151426824405282,-0.11890349868428407,0.0,0.0,0.0,0.14302819485496526,-0.02412469617068113,0,19255.55004074432,31015.1902940477,6349.497329706701,2245.8223776962805,9707.571955632,20156.0095332242,3670.09741479247,2390.335217867111,49.58558994632202,35.012458920516586,42.198614721490074,-6.434740414291761,1
TON,Tonga,D1,Low-SDI household-energy domain,0.5819794517591173,0.015131066825336494,0.0,0.0,0.1399204452567388,0.26296903615880746,D1,Low-SDI household-energy domain,0.5397588146459406,0.0,0.0,0.0,0.21657892571669046,0.2436622596373689,D1,Low-SDI household-energy domain,0.5000282603295405,0.0,0.0,0.0,0.23055377288649415,0.26941796678396535,D1,Low-SDI household-energy domain,0.426657578264281,0.0,0.0,0.0,0.2956426998881498,0.27769972184756925,-0.15532187349483623,-0.015131066825336494,0.0,0.0,0.15572225463141098,0.014730685688761791,0,15716.609244607149,21916.99388415042,4914.6674047036095,2501.1773596948465,8786.56786631068,16643.51420026745,3226.85083880701,1916.9879618563004,44.09374357051207,24.06114502635582,34.342437176547605,23.35657627693461,1
VUT,Vanuatu,D1,Low-SDI household-energy domain,0.7367687185322934,0.05184281418714408,0.0,0.0,0.05354939732386848,0.15783906995669406,D1,Low-SDI household-energy domain,0.7637970976225958,0.0,0.0,0.0,0.11522032281898777,0.12098257955841654,D1,Low-SDI household-energy domain,0.7232641741464656,0.0,0.0,0.0,0.11390693700534998,0.1628288888481843,D1,Low-SDI household-energy domain,0.675770698061918,0.0,0.0,0.0,0.13513801655868576,0.18909128537939623,-0.06099802047037539,-0.05184281418714408,0.0,0.0,0.08158861923481728,0.03125221542270218,0,16001.50510148867,17996.20346806554,4940.53314390614,1729.9797069931865,9434.89295034327,13643.99786347786,3040.11611732832,1796.669445984062,41.0374655977486,24.18402088146379,38.4658289140692,-3.854943426289455,1
ARM,Armenia,D3,Cold-dry PM2.5 domain,0.14090280004560987,0.04755751450634221,0.635975646023423,0.0,0.0950252604855679,0.08053877893905681,D3,Cold-dry PM2.5 domain,0.1851030122242635,0.026490267254435467,0.6233197689371978,0.06245098388610489,0.0,0.10263596769799843,D3,Cold-dry PM2.5 domain,0.1269087589140838,0.0,0.4861560208273426,0.18522208995942904,0.08826871685747095,0.1134444134416734,D3,Cold-dry PM2.5 domain,0.0,0.0,0.40733201755578585,0.22890310537949446,0.18447082525333097,0.17929405181138872,-0.14090280004560987,-0.04755751450634221,-0.2286436284676372,0.22890310537949446,0.08944556476776307,0.0987552728723319,5,9855.46352988904,5215.81229354776,2359.69461244072,1096.2197210727747,4742.33013415951,8700.58215035896,2329.96367886648,1080.4518971559885,51.88120660406014,-66.81164238065173,1.2599483601603836,1.4383817052073886,4
AZE,Azerbaijan,D4,Hot-dry PM2.5 domain,0.11772008330351157,0.16268082605937684,0.10996502992317836,0.2790401858863739,0.05326721547347109,0.2773266593540882,D6,High-SDI low-exposure domain,0.20175916836287972,0.18402391556306683,0.1728704563858968,0.20665486503634092,0.0,0.23469159465181577,D4,Hot-dry PM2.5 domain,0.01898658449736197,0.16643932981556014,0.13592227937893975,0.3072200001393548,0.1720205580022419,0.1994112481665415,D4,Hot-dry PM2.5 domain,0.0,0.10926632121275379,0.0,0.4295558231193277,0.1410305908547848,0.3201472648131338,-0.11772008330351157,-0.05341450484662305,-0.10996502992317836,0.1505156372329538,0.08776337538131372,0.042820605459045646,1,21396.856626581,6056.2846681344,4277.95754111729,2002.038053467593,5733.44601345271,4693.99874442243,1425.44941435176,1206.8579041355274,73.2042602634906,22.493756458967997,66.67920612462484,39.7185332194255,5
GEO,Georgia,D3,Cold-dry PM2.5 domain,0.048048308903753605,0.0,0.4580997425212067,0.04737184553739318,0.2981537720582053,0.14832633097944106,D3,Cold-dry PM2.5 domain,0.26361415333872473,0.0,0.3884555675722343,0.13018604996256622,0.0,0.21774422912647476,D4,Hot-dry PM2.5 domain,0.25101050046879997,0.0,0.1689102943837179,0.31116400722737664,0.0033438315852270042,0.26557136633487866,D5,Warm-humid climate domain,0.0029256559999490893,0.0,0.23709190803338054,0.20457664430566008,0.2929094581761589,0.2624963334848514,-0.04512265290380452,0.0,-0.22100783448782618,0.1572047987682669,-0.005244313882046436,0.11417000250541035,5,11430.12944005462,5002.00179402225,2548.13667525903,2131.0934067149587,4272.934252586289,8705.316817402909,2600.5664017120603,1742.2301884969918,62.616921575597914,-74.0366592392347,-2.057571203385326,18.247122204624173,4
KAZ,Kazakhstan,D3,Cold-dry PM2.5 domain,0.0,0.13063988691452297,0.3428301518265801,0.0986471153167392,0.11073588958777517,0.31714695635438256,D6,High-SDI low-exposure domain,0.0368054543914872,0.12168408492236094,0.2683753441675341,0.18441698913255364,0.0,0.3887181273860641,D6,High-SDI low-exposure domain,0.0,0.02119756434284012,0.20666295937176726,0.3566878505407242,0.03241813071754275,0.3830334950271256,D4,Hot-dry PM2.5 domain,0.0,0.0,0.017909777461832675,0.4993608389818422,0.009828617046702941,0.47290076650962215,0.0,-0.13063988691452297,-0.3249203743647474,0.400713723665103,-0.10090727254107222,0.1557538101552396,5,11266.41730848432,5517.834094434889,2668.15265743408,1309.342728467282,3419.6872202601703,5362.291425275121,1503.310718568,872.0734278674367,69.6470747831706,2.8189080443111534,43.65724485893134,33.39609187822911,4
KGZ,Kyrgyzstan,D3,Cold-dry PM2.5 domain,0.16862116411739766,0.16979280202668004,0.3479090533531117,0.05552583708331826,0.0,0.2581511434194923,D3,Cold-dry PM2.5 domain,0.1768800216723175,0.16129323759884162,0.4292876571870705,0.0257181650724286,0.0,0.20682091846934172,D3,Cold-dry PM2.5 domain,0.22328251091727697,0.13380247084542582,0.34438226840078634,0.07253229427471505,0.0,0.22600045556179585,D6,High-SDI low-exposure domain,0.10581084563237424,0.17877426042571268,0.24061797114030614,0.17238108605899885,0.0,0.30241583674260814,-0.06281031848502343,0.008981458399032638,-0.10729108221280553,0.11685524897568059,0.0,0.044264693323115833,5,16521.18585104147,5880.711940104609,3823.28234007078,541.3818249134828,4368.19208080257,4130.86557279721,1373.53777867169,389.056889182362,73.5600572489946,29.755689194262285,64.07438278162157,28.136322410798247,4
MNG,Mongolia,D3,Cold-dry PM2.5 domain,0.07127297619342964,0.009310757549554908,0.770420942233402,0.0,0.0,0.1489953240236136,D3,Cold-dry PM2.5 domain,0.01885822684454741,0.021390583830377577,0.8146244822094876,0.0,0.0,0.1451267071155873,D3,Cold-dry PM2.5 domain,0.0,0.0,0.9562197815131616,0.0,0.0,0.04378021848683847,D3,Cold-dry PM2.5 domain,0.0,0.0,0.7858415030861924,0.08316636662054219,0.0,0.13099213029326545,-0.07127297619342964,-0.009310757549554908,0.015420560852790421,0.08316636662054219,0.0,-0.018003193730348144,5,16280.117890926693,7509.680006546931,4029.22000607628,1290.5954498682825,4424.98870063685,4278.45405220274,1386.10530290751,894.0708791113885,72.81967655097262,43.02747855470821,65.59866920105655,30.72415688412376,4
TJK,Tajikistan,D3,Cold-dry PM2.5 domain,0.1473743301820575,0.2637233693553661,0.28526282985587054,0.03456540248260201,0.0,0.2690740681241038,D3,Cold-dry PM2.5 domain,0.12542053344056836,0.30321799891363543,0.36607191822145096,0.0,0.0,0.2052895494243455,D3,Cold-dry PM2.5 domain,0.18996801604538568,0.2097853890742497,0.4562844143115129,0.050032790522218276,0.0,0.09392939004663349,D3,Cold-dry PM2.5 domain,0.06214148775450278,0.28562773005839504,0.31367112484767,0.16607282313581098,0.0,0.17248683420362115,-0.08523284242755472,0.021904360703028924,0.028408294991799476,0.13150742065320897,0.0,-0.09658723392048263,5,16771.62970140019,8853.581846026811,4692.85958775816,1594.5303206681856,5847.36124339947,5847.07890037521,1764.0206700327,1070.3283453935112,65.13540217912573,33.95804091426363,62.41053803028027,32.87500830056391,4
TKM,Turkmenistan,D2,Low-SDI high-PM dry domain,0.0,0.30658928036576333,0.12833242694322078,0.2945076183596598,0.0,0.27057067433135623,D2,Low-SDI high-PM dry domain,0.0,0.3511921543527532,0.1910508909041577,0.22463775459562801,0.0,0.23311920014746124,D4,Hot-dry PM2.5 domain,0.0,0.2429180089912179,0.08787799566179094,0.4022618667991389,0.0,0.2669421285478522,D4,Hot-dry PM2.5 domain,0.0,0.12129419966605967,0.0,0.5714664981593806,0.0,0.3072393021745597,0.0,-0.18529508069970366,-0.12833242694322078,0.2769588797997208,0.0,0.03666862784320346,1,17964.79757985743,6957.396769004171,4280.0799162472895,594.0434722545152,6603.91309166772,4331.25210056056,1681.3124606585302,433.2996816559472,63.239702188060335,37.74608169744352,60.71773206205271,27.05926385968232,5
UZB,Uzbekistan,D2,Low-SDI high-PM dry domain,0.029449243523845064,0.34947385824546273,0.27182372095909474,0.1755126978122757,0.0,0.1737404794593218,D2,Low-SDI high-PM dry domain,0.0,0.34788106567210564,0.2898647454896159,0.19179186429602166,0.0,0.17046232454225688,D2,Low-SDI high-PM dry domain,0.0,0.3056761559434897,0.1609035635739992,0.29657651897200304,0.0,0.236843761510508,D4,Hot-dry PM2.5 domain,0.0,0.2550776133190344,0.07140368207298955,0.40574071142386847,0.0,0.26777799318410755,-0.029449243523845064,-0.09439624492642834,-0.20042003888610518,0.23022801361159279,0.0,0.09403751372478575,5,15542.74499876972,6454.25428290104,4004.84770624582,3316.7159810688345,5522.52849242177,3577.99709310402,1441.67802064771,1982.385144995484,64.46876988035959,44.56374142892008,64.00167680785165,40.230482311100786,4
ALB,Albania,D1,Low-SDI household-energy domain,0.26727817591753594,0.13379300693840163,0.22583560196297084,0.17167176367419176,0.0,0.20142145150689975,D1,Low-SDI household-energy domain,0.24865917372846505,0.12812900611107123,0.21213749478031563,0.18244228788881678,0.0,0.22863203749133143,D1,Low-SDI household-energy domain,0.30268064597513683,0.0,0.07104273387502698,0.29465881575263125,0.049610471576495736,0.28200733282070917,D6,High-SDI low-exposure domain,0.06308384974973306,0.09219763930363414,0.0,0.2773036996365991,0.21851111698335873,0.3489036943266749,-0.20419432616780286,-0.04159536763476748,-0.22583560196297084,0.10563193596240736,0.21851111698335873,0.14748224281977515,5,13889.609282512827,7438.17181364316,2906.7494457533703,1129.5538795606674,4274.18064009471,3675.27584453679,1127.96618012762,468.0752509192725,69.22749551007205,50.588989652059844,61.1949292094808,58.561051456763856,4
BIH,Bosnia and Herzegovina,D3,Cold-dry PM2.5 domain,0.32778378893734444,0.004821155071454736,0.535970953912778,0.12244475597017963,0.0,0.008979346108243205,D3,Cold-dry PM2.5 domain,0.26633393819139517,0.0,0.46338920784147597,0.21506347934971662,0.0,0.05521337461741233,D3,Cold-dry PM2.5 domain,0.09013947752662982,0.0,0.5496509387334059,0.039830806163008464,0.3203787775769558,0.0,D5,Warm-humid climate domain,0.009182508817420776,0.008447238055366676,0.33483498230858744,0.18207705243246852,0.3393059164279613,0.12615230195819527,-0.31860128011992367,0.00362608298391194,-0.2011359716041906,0.05963229646228889,0.3393059164279613,0.11717295584995206,5,7638.16778651171,4996.69557458787,1568.70649998007,732.1157821531627,3927.71368127109,3741.20099160034,1197.21092725814,464.6995196884433,48.5778030667634,25.126497387047326,23.681649354206787,36.52649881119138,4
BGR,Bulgaria,D3,Cold-dry PM2.5 domain,0.0,0.10625992900613815,0.4032505178549866,0.15521827794103404,0.21250977106308822,0.12276150413475308,D4,Hot-dry PM2.5 domain,0.10493823344038383,0.04579151807231175,0.24126991282828822,0.36623216521245033,0.0,0.24176817044656596,D3,Cold-dry PM2.5 domain,0.0,0.0,0.30860538341559174,0.23671277715686936,0.2747043818846982,0.17997745754284067,D4,Hot-dry PM2.5 domain,0.0,0.0,0.0,0.45964790601108646,0.1680291021534342,0.37232299183547946,0.0,-0.10625992900613815,-0.4032505178549866,0.3044296280700524,-0.04448066890965402,0.2495614877007264,5,12784.09083290902,7064.982124355381,2502.35113503491,977.4678329053625,4042.16336222822,3092.1969910113903,1261.4298144635,454.6649118049232,68.38129973370638,56.23206206918001,49.590215505630795,53.48543486556417,4
HRV,Croatia,D4,Hot-dry PM2.5 domain,0.0,0.07783532606764888,0.23894621343551148,0.2636363209210516,0.2208161709444581,0.19876596863132992,D4,Hot-dry PM2.5 domain,0.0,0.10873000188717379,0.13855482601629265,0.31937785413575465,0.15455197119205105,0.2787853467687279,D5,Warm-humid climate domain,0.0,0.0,0.16509078603834704,0.2538798456912401,0.3244598750417907,0.25656949322862216,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.3432047982146337,0.3086873439327465,0.3481078578526199,0.0,-0.07783532606764888,-0.23894621343551148,0.07956847729358207,0.08787117298828839,0.14934188922128996,4,5801.959234174639,4285.95740920608,1289.30731481066,1639.589523484461,3545.37793910696,2725.17539934991,1002.07846146209,1018.6509463394326,38.89343588931111,36.41618104985522,22.27776497108843,37.87158726321987,6
CZE,Czechia,D3,Cold-dry PM2.5 domain,0.0,0.0,0.3383434069229266,0.2222269953380677,0.24348826308221524,0.1959413346567905,D6,High-SDI low-exposure domain,0.0,0.0,0.15944497096955682,0.2922767818265276,0.2423025324307964,0.30597571477311913,D6,High-SDI low-exposure domain,0.0,0.0,0.1475020181649549,0.26965812188856175,0.23606316809568637,0.34677669185079696,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.3255908388330712,0.22910032596174695,0.44530883520518183,0.0,0.0,-0.3383434069229266,0.10336384349500352,-0.014387937120468292,0.24936750054839132,4,7279.59973250732,5224.42614243112,1597.7296127507298,1602.1978645298498,3313.2199331974603,3823.8750950800695,1233.47094065038,1059.2812860587858,54.48623475268627,26.80774900761296,22.7985179215164,33.88573849025681,6
HUN,Hungary,D3,Cold-dry PM2.5 domain,0.0,0.08691824719682414,0.27848245042386527,0.24440291678319595,0.172418834981653,0.21777755061446166,D4,Hot-dry PM2.5 domain,0.0,0.05955233374657608,0.13290367510148413,0.3552687752792723,0.12064760112849165,0.33162761474417585,D5,Warm-humid climate domain,0.0,0.0,0.1680544786231715,0.24210444508845527,0.29848077169020454,0.2913603045981689,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.32805909108717646,0.2757744821846512,0.3961664267281723,0.0,-0.08691824719682414,-0.27848245042386527,0.08365617430398051,0.10335564720299822,0.17838887611371065,4,6952.215693950229,3409.83593039364,1399.3241912544902,947.0900516755106,3615.2573290172,2762.06900592083,1039.34174297295,669.913879866965,47.998487271285725,18.997011518909947,25.72545022314071,29.266084182616986,6
MKD,North Macedonia,D3,Cold-dry PM2.5 domain,0.0,0.12562862840789726,0.4773896732308593,0.1413210644802559,0.15318863466657265,0.10247199921441492,D3,Cold-dry PM2.5 domain,0.09989550707373039,0.05519018159562206,0.3772131132117686,0.2808311753890724,0.0,0.18687002272980643,D4,Hot-dry PM2.5 domain,0.09151657097166727,0.0,0.28472427413356455,0.30019002246009185,0.12428670622331446,0.19928242621136202,D4,Hot-dry PM2.5 domain,0.0,0.0,0.17508230282236634,0.342162445833933,0.1977072341578813,0.28504801718581946,0.0,-0.12562862840789726,-0.302307370408493,0.20084138135367713,0.04451859949130865,0.18257601797140455,5,8469.54168091567,3635.0433594157503,1596.93452046747,1338.409950866956,3480.70666535892,2427.87429505638,928.36120554562,819.9971046562107,58.90324652156846,33.20920674116511,41.86604437144604,38.73348714083776,4
MNE,Montenegro,D3,Cold-dry PM2.5 domain,0.0,0.020974229211753067,0.509889216474479,0.0769879754104973,0.34310405700941043,0.049044521893860174,D3,Cold-dry PM2.5 domain,0.1963381613957717,0.0,0.2860581283320792,0.2545200382566618,0.05815628791336991,0.20492738410211733,D5,Warm-humid climate domain,0.011007042159939664,0.0,0.3787134275377735,0.048764896207676225,0.4482084621914408,0.11330617190316983,D5,Warm-humid climate domain,0.0,0.0,0.1050018702544902,0.2578356086217563,0.3475817238649582,0.2895807972587951,0.0,-0.020974229211753067,-0.40488734621998884,0.18084763321125902,0.0044776668555477905,0.24053627536493494,5,7579.25554105197,4511.27106914221,1530.4569279522,520.3808440986872,3731.31470574842,3223.18533309271,1061.46858453858,389.2396163101523,50.76937720943331,28.552612252901515,30.643681298574098,25.201009851866253,4
POL,Poland,D3,Cold-dry PM2.5 domain,0.08637085853390797,0.0026158708363226537,0.524238365992296,0.10305155243291518,0.24093802805449807,0.04278532415006007,D3,Cold-dry PM2.5 domain,0.0,0.0,0.4138074775586374,0.14529973082770903,0.3048348154277302,0.13605797618592344,D3,Cold-dry PM2.5 domain,0.0,0.0,0.35532788898241663,0.15296233001443063,0.29790035001024123,0.1938094309929115,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.34435454122063475,0.23929958388900374,0.4163458748903616,-0.08637085853390797,-0.0026158708363226537,-0.524238365992296,0.24130298878771955,-0.0016384441654943294,0.37356055074030153,5,4713.272901296809,4028.56565104799,1253.02460163321,685.8145618349142,6120.52093254584,4143.42524774958,1348.55188731869,570.236445260734,-29.857130293937374,-2.8511288297290336,-7.623735843731104,16.852677532093825,4
ROU,Romania,D3,Cold-dry PM2.5 domain,0.0,0.10771577263765493,0.4939676477551952,0.022739652183516756,0.2645389251995599,0.11103800222407322,D3,Cold-dry PM2.5 domain,0.15995544476869,0.0,0.2882398890696552,0.28641213085758294,0.010896152418868342,0.2544963828852036,D5,Warm-humid climate domain,0.0,0.0,0.31221489569688116,0.12093965299908836,0.3304828312904741,0.23636262001355637,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.3703150064911408,0.21158155576582946,0.4181034377430298,0.0,-0.10771577263765493,-0.4939676477551952,0.34757535430762404,-0.052957369433730445,0.3070654355189566,5,11908.92491548,4979.32735984368,2279.80370915314,1783.4637862234656,3978.84291717186,3850.88072330858,1424.08924922456,1159.1929268364554,66.5894029443422,22.66263201804282,37.534567405649376,35.0032820519962,4
SRB,Serbia,D3,Cold-dry PM2.5 domain,0.0,0.11854369806755492,0.31108068045576737,0.21701509254166246,0.17021771528925422,0.18314281364576096,D4,Hot-dry PM2.5 domain,0.0951639212771224,0.12524981949499453,0.22301438786561084,0.30134649266217045,0.0,0.25522537870010176,D3,Cold-dry PM2.5 domain,0.0574606766293529,0.0,0.2538792160671089,0.24905582654895683,0.21856332044093513,0.22104096031364628,D4,Hot-dry PM2.5 domain,0.0,0.0,0.03437515297140847,0.40158286278272265,0.22721949336495154,0.33682249088091726,0.0,-0.11854369806755492,-0.2767055274843589,0.1845677702410602,0.05700177807569731,0.1536796772351563,5,7183.55672243951,3937.9246634155497,1324.50838663128,886.4139635208834,2731.98412481344,2869.0666983215497,912.58516434478,695.5456239938038,61.96892110172316,27.142671748497303,31.10008411001268,21.53264133711752,4
SVK,Slovakia,D3,Cold-dry PM2.5 domain,0.0,0.01952258477504015,0.4306391880491461,0.14129771586966547,0.26292645728898223,0.14561405401716596,D3,Cold-dry PM2.5 domain,0.0,0.0,0.2658931044468667,0.2583702671653711,0.21489543462698002,0.26084119376078224,D6,High-SDI low-exposure domain,0.0,0.0,0.20146853356443856,0.21942078000056378,0.28945998309768034,0.28965070333731735,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.30679739273514367,0.2637441483962532,0.4294584588686033,0.0,-0.01952258477504015,-0.4306391880491461,0.1654996768654782,0.0008176911072709792,0.28384440485143736,5,9158.15975702453,8422.65622282947,2270.50682201303,1125.5513874037551,4262.79824321474,4742.73522187301,1402.51619851716,743.7953436007306,53.45355009836915,43.69074201297798,38.228937040863414,33.91724696671552,4
SVN,Slovenia,D5,Warm-humid climate domain,0.0,0.0,0.272973184567964,0.23048869077983924,0.3008385682616482,0.1956995563905485,D4,Hot-dry PM2.5 domain,0.0,0.0,0.1267184218347362,0.3102080749290788,0.26380612568671286,0.29926737754947197,D6,High-SDI low-exposure domain,0.0,0.0,0.06379211747164164,0.2723308954583217,0.312017465651745,0.3518595214182916,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.26696944696716823,0.3285262050451706,0.404504347987661,0.0,0.0,-0.272973184567964,0.03648075618732899,0.02768763678352243,0.2088047915971125,4,7225.32594456877,6118.57641025407,1658.36171359871,388.5857907522652,3512.39553932483,3258.59832871028,1094.6349347340702,239.12342471758012,51.387721934329136,46.74254090789447,33.9929928580738,38.46315783841198,6
BLR,Belarus,D3,Cold-dry PM2.5 domain,0.053853066220925165,0.0,0.6363517410412493,0.0,0.3083484878081771,0.0014467049296485385,D3,Cold-dry PM2.5 domain,0.0874965457136857,0.0,0.5445722553731561,0.08003374323424707,0.17905240311672635,0.10884505256218474,D3,Cold-dry PM2.5 domain,0.0,0.0,0.37510272850746457,0.11250565719704246,0.2621229400726614,0.25026867422283156,D6,High-SDI low-exposure domain,0.0,0.0,0.016754623247328633,0.2992497636444014,0.17616040340258257,0.5078352097056873,-0.053853066220925165,0.0,-0.6195971177939206,0.2992497636444014,-0.1321880844055945,0.5063885047760388,5,5710.234429207891,4640.83154188312,1971.2862141787296,1737.9982528175387,2812.2260922291603,3006.71546960582,1486.71422375844,1426.2328214408049,50.75112717186174,35.21170845202067,24.581513680506824,17.9381901490015,4
EST,Estonia,D3,Cold-dry PM2.5 domain,0.0,0.0,0.4509068740665774,0.017135975127910905,0.34002268316025114,0.1919344676452605,D3,Cold-dry PM2.5 domain,0.0,0.0,0.31335995471859623,0.11809721867871532,0.26857174519489113,0.29997108140779744,D6,High-SDI low-exposure domain,0.0,0.0,0.06762000398927114,0.1705746986748828,0.23243355208411856,0.5293717452517276,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.12720485850908014,0.2749570966082129,0.597838044882707,0.0,0.0,-0.4509068740665774,0.11006888338116924,-0.06506558655203826,0.40590357723744647,5,5593.35437904656,5042.28237658077,2186.13709814766,1939.968228955912,2502.66755265997,4730.24969192578,1646.28778375305,1068.3431813298048,55.25640996330768,6.188322298335514,24.694211303217468,44.929861974864124,4
LVA,Latvia,D3,Cold-dry PM2.5 domain,0.0,0.0,0.5720224534416277,0.041622957176886154,0.38635458938148615,0.0,D3,Cold-dry PM2.5 domain,0.0,0.0,0.5159670113899749,0.10914096696804292,0.2757270094716034,0.09916501217037883,D6,High-SDI low-exposure domain,0.0,0.0,0.2947672682963781,0.14069043059477182,0.2657874653125653,0.2987548357962849,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.287454310572078,0.22178933801299247,0.49075635141492957,0.0,0.0,-0.5720224534416277,0.24583135339519183,-0.16456525136849368,0.49075635141492957,5,5010.249701643061,4924.55819079441,2074.3434018442304,1839.6451480627104,2280.11548821399,4276.3131557963,1671.36495633729,927.1409184691807,54.4909810090653,13.16351660154792,19.42679525235144,49.602187169328154,4
LTU,Lithuania,D3,Cold-dry PM2.5 domain,0.0,0.0,0.5469396400524822,0.02993146539739499,0.400925440699038,0.022203453851084846,D3,Cold-dry PM2.5 domain,0.005943719928171213,0.0,0.47571622625402565,0.10620546591816601,0.2811853243345321,0.13094926356510506,D6,High-SDI low-exposure domain,0.0,0.0,0.2636799231357897,0.1435352981118084,0.2762029251145688,0.31658185363783325,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.26907541218703906,0.2226313942727807,0.5082931935401801,0.0,0.0,-0.5469396400524822,0.23914394678964407,-0.17829404642625732,0.48608973968909525,5,4890.65881661937,4504.7587592869495,1841.86225231582,1670.131478450851,2494.58269142178,4696.770046422101,1830.2464722621696,1431.2089602621152,48.99291107887708,-4.262409984536982,0.6306541131968721,14.305611340871865,4
MDA,Republic of Moldova,D3,Cold-dry PM2.5 domain,0.0,0.16160583113906707,0.4190628963032178,0.12822224836416624,0.17374288909128285,0.11736613510226601,D3,Cold-dry PM2.5 domain,0.21296832405879723,0.05562047220086517,0.3934805026130822,0.19286120460733125,0.0,0.1450694965199243,D6,High-SDI low-exposure domain,0.26559230234861436,0.0,0.21411116811060069,0.23080370019180985,0.0,0.2894928293489751,D6,High-SDI low-exposure domain,0.07904003766942018,0.09985342982418946,0.0,0.37209061613891975,0.0,0.4490159163674706,0.07904003766942018,-0.06175240131487761,-0.4190628963032178,0.24386836777475351,-0.17374288909128285,0.3316497812652046,5,8298.186352769491,5405.19384871472,2555.8148976756697,1346.1668040809334,3178.68813458312,4951.25831239561,1850.73913545889,1101.6314756328215,61.694182325487986,8.398136108051876,27.587121542252362,18.16530668463951,4
RUS,Russian Federation,D3,Cold-dry PM2.5 domain,0.0,0.0,0.5550821440549807,0.01452701416523092,0.2872764577380764,0.143114384041712,D3,Cold-dry PM2.5 domain,0.0,0.0,0.5274682892709199,0.05219139448229355,0.20296281677761407,0.2173774994691724,D6,High-SDI low-exposure domain,0.0,0.0,0.2019239871546207,0.2796740380620939,0.09578136704378495,0.42262060773950055,D6,High-SDI low-exposure domain,0.0,0.0,0.0,0.320048744496169,0.10599475773180043,0.5739564977720306,0.0,0.0,-0.5550821440549807,0.30552173033093805,-0.18128170000627597,0.4308421137303186,5,4843.42828705388,4176.9431515403,1803.47921289748,1359.5882183693247,1909.91374023656,3623.5300186905697,1273.75746725316,938.4024790303592,60.56690370864754,13.249237846238163,29.37221243561028,30.97891947343668,4
